,SSD_congruent,SSD_incongruent,SS_delay,SS_duration,SS_stimulus,SS_trial_type,att_check_percent,block_duration,center_letter,correct,correct_response,correct_trial,current_block,current_trial,exp_id,final_accuracy,final_avg_rt,final_credit_var,final_missed_percent,final_responses_ok,flanker_condition,flanker_letter,internal_node_id,key_press,possible_responses,responses,rt,stim_duration,stimulus,stop_acc,stop_signal_condition,text,time_elapsed,timing_post_trial,trial_id,trial_index,trial_type,view_history
0,,,,,,,,1550.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-0.0,13.0,[13],,1550,1550.0,<div class = bigbox><div class = picture_box><p class = block-text>Welcome to the experiment. This experiment will take around 10 minutes. Press <i>enter</i> to begin.</p></div></div>,,,,1552,0.0,feedback_block,0,poldrack-single-stim,
1,,,,,,,,,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-1.0,,,,38094,,,,,,39647,,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":25824},{""page_index"":1,""viewing_time"":8652},{""page_index"":2,""viewing_time"":3617}]"
2,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-2.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,41151,0.0,practice_fixation,2,poldrack-single-stim,
3,350.0,350.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,H,,72.0,1.0,0.0,1.0,stop_signal_with_flanker,,,,,,H_congruent,H,0.0-0.0-3.0,72.0,"[70, 72]",,983,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img>",,go,,43154,0.0,practice_trial,3,stop-signal,
4,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-4.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,43656,0.0,practice-stop-feedback,4,poldrack-single-stim,
5,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-5.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,44159,0.0,practice_fixation,5,poldrack-single-stim,
6,350.0,350.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",stop,,2000.0,H,,-1.0,0.0,0.0,2.0,stop_signal_with_flanker,,,,,,H_congruent,H,0.0-0.0-6.0,72.0,"[70, 72]",,549,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img>",0.0,stop,,46165,0.0,practice_trial,6,stop-signal,
7,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-7.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>There was a star.</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,46670,0.0,practice-stop-feedback,7,poldrack-single-stim,
8,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-8.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,47172,0.0,practice_fixation,8,poldrack-single-stim,
9,300.0,350.0,300.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",stop,,2000.0,F,,-1.0,1.0,0.0,3.0,stop_signal_with_flanker,,,,,,F_congruent,F,0.0-0.0-9.0,-1.0,"[70, 72]",,-1,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img>",1.0,stop,,49176,0.0,practice_trial,9,stop-signal,
10,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-10.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,49680,0.0,practice-stop-feedback,10,poldrack-single-stim,
11,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-11.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,50182,0.0,practice_fixation,11,poldrack-single-stim,
12,350.0,350.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,F,,70.0,1.0,0.0,4.0,stop_signal_with_flanker,,,,,,F_congruent,F,0.0-0.0-12.0,70.0,"[70, 72]",,567,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img>",,go,,52185,0.0,practice_trial,12,stop-signal,
13,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-13.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,52689,0.0,practice-stop-feedback,13,poldrack-single-stim,
14,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-14.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,53193,0.0,practice_fixation,14,poldrack-single-stim,
15,350.0,350.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,F,,70.0,1.0,0.0,5.0,stop_signal_with_flanker,,,,,,F_congruent,F,0.0-0.0-15.0,70.0,"[70, 72]",,632,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img>",,go,,55200,0.0,practice_trial,15,stop-signal,
16,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-16.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,55704,0.0,practice-stop-feedback,16,poldrack-single-stim,
17,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-17.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,56208,0.0,practice_fixation,17,poldrack-single-stim,
18,350.0,350.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,H,,72.0,1.0,0.0,6.0,stop_signal_with_flanker,,,,,,H_incongruent,F,0.0-0.0-18.0,72.0,"[70, 72]",,782,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img>",,go,,58220,0.0,practice_trial,18,stop-signal,
19,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-19.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,58724,0.0,practice-stop-feedback,19,poldrack-single-stim,
20,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-20.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,59227,0.0,practice_fixation,20,poldrack-single-stim,
21,350.0,350.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",stop,,2000.0,F,,-1.0,1.0,0.0,7.0,stop_signal_with_flanker,,,,,,F_incongruent,H,0.0-0.0-21.0,-1.0,"[70, 72]",,-1,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img>",1.0,stop,,61229,0.0,practice_trial,21,stop-signal,
22,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-22.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,61733,0.0,practice-stop-feedback,22,poldrack-single-stim,
23,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-23.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,62236,0.0,practice_fixation,23,poldrack-single-stim,
24,350.0,400.0,400.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",stop,,2000.0,H,,-1.0,1.0,0.0,8.0,stop_signal_with_flanker,,,,,,H_incongruent,F,0.0-0.0-24.0,-1.0,"[70, 72]",,-1,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img>",1.0,stop,,64238,0.0,practice_trial,24,stop-signal,
25,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-25.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,64741,0.0,practice-stop-feedback,25,poldrack-single-stim,
26,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-26.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,65242,0.0,practice_fixation,26,poldrack-single-stim,
27,350.0,450.0,450.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,F,,70.0,1.0,0.0,9.0,stop_signal_with_flanker,,,,,,F_incongruent,H,0.0-0.0-27.0,70.0,"[70, 72]",,668,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img>",,go,,67245,0.0,practice_trial,27,stop-signal,
28,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-28.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,67748,0.0,practice-stop-feedback,28,poldrack-single-stim,
29,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-29.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,68250,0.0,practice_fixation,29,poldrack-single-stim,
30,350.0,450.0,450.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,F,,70.0,1.0,0.0,10.0,stop_signal_with_flanker,,,,,,F_incongruent,H,0.0-0.0-30.0,70.0,"[70, 72]",,676,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img>",,go,,70253,0.0,practice_trial,30,stop-signal,
31,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-31.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,70757,0.0,practice-stop-feedback,31,poldrack-single-stim,
32,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-32.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,71258,0.0,practice_fixation,32,poldrack-single-stim,
33,350.0,450.0,350.0,500.0,"<div class = bigbox><div class = centerbox><div class = starbox><img class = star src=""/static/experiments/stop_signal_with_flanker/images/stopSignal.png""></img></div></div></div>",go,,2000.0,H,,72.0,1.0,0.0,11.0,stop_signal_with_flanker,,,,,,H_congruent,H,0.0-0.0-33.0,72.0,"[70, 72]",,524,1000.0,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/stop_signal_with_flanker/images/H.png""></img>",,go,,73261,0.0,practice_trial,33,stop-signal,
34,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-34.0,-1.0,none,,-1,500.0,"<div class = fb_box><div class = center-text><font size = 20>Correct!</font></div></div><ul style = ""text-align:left;""><font color=white><li>Indicate the identity of the middle letter</li><li>Do not respond if you see a star around the letters!</li><li>Do not slow down your responses to the letter to wait for the star.</li></font></ul>",,,,73766,0.0,practice-stop-feedback,34,poldrack-single-stim,
35,,,,,,,,500.0,,,,,,,stop_signal_with_flanker,,,,,,,,0.0-0.0-35.0,-1.0,none,,-1,500.0,<div class = centerbox><div class = fixation>+</div></div>,,,,74268,0.0,practice_fixation,35,poldrack-single-stim,
